moisture,nitrogen,phosphorus,potassium,soil_type,crop
33.57,9,32,10,Clayey,Sugarcane
28.19,22,24,0,Clayey,Tobacco
63.03,5,31,6,Black,Millets
32.08,9,11,0,Red,Maize
35.94,12,38,4,Black,Maize
44.05,13,13,3,Black,Barley
43.69,21,25,0,Loamy,Sugarcane
32.72,9,26,6,Black,Millets
42.68,14,31,0,Clayey,Maize
62.07,13,42,0,Black,Paddy
40.45,11,16,0,Loamy,Barley
29.3,10,37,2,Black,Oil seeds
49.05,1,19,19,Loamy,Barley
69.64,15,44,0,Black,Tobacco
61.58,7,11,0,Black,Tobacco
42.68,26,14,0,Clayey,Wheat
33.3,13,10,0,Sandy,Wheat
64.7,35,4,3,Clayey,Wheat
35.37,36,0,2,Red,Tobacco
37.33,10,32,4,Loamy,Barley
31.93,1,19,20,Sandy,Oil seeds
34.93,10,36,0,Clayey,Paddy
30.38,10,37,3,Red,Oil seeds
37.03,22,28,0,Red,Paddy
35.75,11,31,7,Loamy,Paddy
42.8,16,14,0,Loamy,Millets
56.1,41,0,0,Black,Ground Nuts
59.6,14,18,15,Red,Millets
41.09,5,19,19,Loamy,Cotton
67.51,11,19,13,Clayey,Pulses
42.99,41,0,0,Clayey,Tobacco
20,6,28,6,Loamy,Paddy
67.74,2,27,7,Sandy,Sugarcane
52.21,21,25,3,Clayey,Wheat
52.04,13,27,11,Clayey,Ground Nuts
61.5,18,40,4,Black,Maize
35.98,15,44,3,Black,Oil seeds
70,6,12,14,Red,Cotton
20,15,38,2,Red,Paddy
53.73,9,12,8,Sandy,Pulses
40.03,15,13,1,Clayey,Cotton
48.79,42,1,0,Black,Sugarcane
36.56,8,27,11,Sandy,Cotton
51.42,1,16,17,Red,Ground Nuts
26.84,41,0,0,Loamy,Ground Nuts
42.94,40,0,2,Loamy,Tobacco
69.38,5,31,9,Sandy,Millets
51.26,12,33,12,Clayey,Maize
35.3,5,11,2,Clayey,Cotton
70,4,6,0,Red,Tobacco
20,15,35,1,Black,Oil seeds
65.76,26,19,0,Red,Cotton
37.9,35,0,0,Clayey,Millets
44.59,37,3,0,Sandy,Cotton
29.61,34,4,1,Clayey,Tobacco
41.47,33,0,0,Red,Barley
29.2,15,35,0,Red,Millets
35.26,43,0,2,Loamy,Barley
58.73,11,5,4,Black,Maize
34.01,5,30,3,Clayey,Barley
34.45,8,9,3,Loamy,Paddy
51.48,10,37,4,Clayey,Pulses
34.91,9,29,9,Loamy,Millets
20.39,7,37,0,Red,Millets
62.25,5,13,0,Sandy,Paddy
37.12,45,0,0,Sandy,Millets
40.11,40,0,0,Black,Ground Nuts
28.97,33,0,0,Black,Maize
67.27,16,35,2,Red,Cotton
57.5,15,11,9,Black,Tobacco
54.52,11,31,5,Clayey,Oil seeds
30.77,20,17,4,Black,Wheat
64.54,7,18,11,Sandy,Maize
33.12,8,25,4,Black,Maize
31.61,41,0,0,Clayey,Tobacco
46.53,37,0,0,Red,Oil seeds
43.66,34,0,0,Loamy,Maize
27.49,9,9,0,Clayey,Pulses
56.68,8,10,4,Clayey,Wheat
49.4,9,33,1,Clayey,Pulses
38.46,40,3,1,Red,Paddy
33.81,35,0,3,Sandy,Cotton
43.95,11,10,1,Loamy,Maize
33.33,17,24,0,Clayey,Sugarcane
70,9,6,2,Black,Ground Nuts
31.33,15,12,20,Sandy,Wheat
44.93,13,36,4,Black,Barley
45.61,20,18,0,Red,Maize
24.22,4,29,4,Loamy,Cotton
28.15,41,2,3,Red,Paddy
55.13,12,9,3,Clayey,Ground Nuts
43.06,36,0,1,Loamy,Millets
39.15,18,41,4,Loamy,Barley
39.47,25,15,0,Clayey,Pulses
61.95,11,17,0,Red,Pulses
50.47,14,40,2,Loamy,Oil seeds
40.31,43,0,2,Red,Oil seeds
23.75,8,11,1,Red,Oil seeds
49.8,11,11,0,Clayey,Oil seeds
20,11,32,9,Red,Pulses
33.85,5,29,12,Loamy,Tobacco
61.93,13,9,17,Black,Ground Nuts
38.81,25,28,0,Sandy,Tobacco
39.17,23,17,4,Red,Barley
37.92,9,33,12,Clayey,Pulses
29.29,17,9,3,Red,Cotton
31.92,19,40,2,Loamy,Tobacco
53.66,8,14,14,Black,Pulses
56.9,13,10,11,Loamy,Barley
44.34,13,24,5,Black,Paddy
28.02,9,28,12,Black,Oil seeds
54.29,17,38,0,Loamy,Sugarcane
39.1,19,14,2,Sandy,Wheat
56.71,14,34,2,Clayey,Oil seeds
44.18,40,2,0,Loamy,Wheat
53.95,34,2,0,Loamy,Sugarcane
50.93,8,32,0,Red,Ground Nuts
44.33,9,31,4,Clayey,Sugarcane
53.96,6,10,0,Black,Sugarcane
24.58,44,0,4,Clayey,Sugarcane
21.4,9,17,17,Black,Paddy
61,10,8,0,Loamy,Oil seeds
53.19,14,33,3,Black,Wheat
52.45,8,33,12,Red,Wheat
39.7,35,0,3,Clayey,Oil seeds
27.14,10,42,0,Sandy,Wheat
54.31,6,18,23,Black,Wheat
45.77,19,18,1,Red,Barley
34.16,13,31,1,Sandy,Oil seeds
68.37,4,25,11,Red,Oil seeds
47.62,35,3,0,Clayey,Tobacco
49.05,4,37,10,Clayey,Cotton
65.05,17,40,4,Black,Tobacco
47.36,11,31,1,Loamy,Paddy
55.13,16,10,0,Sandy,Cotton
55.06,20,20,0,Clayey,Sugarcane
33.63,16,43,1,Sandy,Wheat
29.47,37,0,0,Black,Millets
40.97,22,19,3,Black,Maize
29.3,10,31,9,Clayey,Sugarcane
61.75,13,40,1,Red,Barley
45.94,15,12,9,Clayey,Cotton
33.65,17,14,0,Sandy,Sugarcane
44.87,20,17,0,Sandy,Wheat
62.88,11,11,0,Black,Paddy
42.77,41,1,3,Loamy,Oil seeds
29.62,35,0,0,Loamy,Maize
41.72,16,9,0,Red,Pulses
33.27,7,17,10,Red,Barley
45.76,8,13,9,Sandy,Wheat
59.81,7,28,10,Black,Sugarcane
37.64,19,28,1,Sandy,Wheat
44.88,17,31,0,Red,Maize
48.51,18,21,4,Loamy,Sugarcane
35.11,41,3,0,Loamy,Millets
29.67,15,16,12,Loamy,Oil seeds
45.65,37,0,2,Red,Ground Nuts
34.13,21,19,0,Loamy,Ground Nuts
39.81,5,17,16,Clayey,Barley
66.66,13,6,3,Sandy,Ground Nuts
57.35,13,9,15,Loamy,Oil seeds
27.33,43,0,0,Red,Cotton
35.19,13,20,13,Loamy,Ground Nuts
36.23,39,2,0,Black,Barley
62.06,27,17,0,Red,Tobacco
34.63,21,19,0,Sandy,Tobacco
65.2,5,8,0,Loamy,Wheat
23.72,17,18,18,Black,Maize
54.89,7,30,8,Clayey,Sugarcane
28.58,3,29,12,Loamy,Wheat
20,13,36,0,Black,Cotton
53.62,9,26,11,Red,Wheat
45.59,24,19,0,Red,Paddy
61.72,5,31,6,Clayey,Millets
30.02,14,39,4,Loamy,Millets
41.8,7,46,0,Black,Oil seeds
30.72,42,2,0,Sandy,Oil seeds
51.32,39,0,0,Black,Maize
32.03,10,19,13,Black,Pulses
30.89,12,15,0,Sandy,Sugarcane
39.37,3,15,14,Black,Millets
33.41,38,0,3,Clayey,Barley
26.57,15,37,0,Red,Sugarcane
45.72,21,23,0,Loamy,Oil seeds
25.68,41,0,4,Black,Oil seeds
20.23,15,8,3,Clayey,Maize
28.71,16,34,0,Red,Paddy
32.46,18,17,4,Clayey,Maize
54.17,13,18,0,Black,Oil seeds
42.21,10,33,0,Loamy,Tobacco
46.13,10,31,3,Loamy,Millets
32.53,43,0,0,Loamy,Paddy
29.57,13,40,0,Red,Barley
52.09,41,4,0,Loamy,Barley
45.39,42,0,0,Clayey,Pulses
42.24,12,25,3,Red,Maize
38.57,3,14,19,Sandy,Wheat
38.08,10,13,3,Red,Maize
36.18,16,41,0,Red,Barley
29.33,10,26,7,Clayey,Maize
22.19,12,44,0,Sandy,Millets
35.46,14,41,0,Loamy,Wheat
40.73,19,20,4,Loamy,Paddy
34.73,13,37,4,Clayey,Pulses
45.25,2,32,10,Clayey,Oil seeds
69.67,7,37,0,Black,Sugarcane
23.34,11,42,0,Red,Sugarcane
47.37,40,4,0,Clayey,Wheat
44.97,21,16,3,Black,Tobacco
50.89,17,34,0,Red,Tobacco
25.02,16,16,2,Red,Pulses
57.89,26,20,0,Loamy,Oil seeds
49.08,38,1,0,Clayey,Millets
56.54,4,15,0,Black,Tobacco
39.71,10,28,3,Black,Maize
60.29,39,0,0,Clayey,Millets
40.33,2,32,9,Red,Sugarcane
31.32,42,0,0,Loamy,Pulses
37.97,3,21,20,Sandy,Sugarcane
49.64,21,23,0,Clayey,Barley
41.5,26,15,0,Loamy,Paddy
48.05,18,28,0,Clayey,Millets
45.77,37,2,0,Sandy,Maize
70,26,21,3,Sandy,Millets
44.65,13,24,6,Loamy,Oil seeds
55.58,13,15,15,Red,Oil seeds
62.78,9,38,2,Red,Paddy
32.33,24,23,3,Sandy,Tobacco
42.04,20,14,0,Loamy,Maize
31.71,36,0,4,Clayey,Oil seeds
36.19,36,0,3,Sandy,Barley
33.53,38,0,4,Sandy,Paddy
52.34,25,22,4,Clayey,Millets
34.31,31,1,0,Loamy,Oil seeds
47.16,13,11,0,Loamy,Wheat
41.49,11,34,0,Loamy,Oil seeds
45.32,17,25,0,Loamy,Pulses
29.87,40,0,3,Black,Tobacco
25.32,22,17,1,Red,Oil seeds
35.28,12,34,8,Sandy,Maize
32.96,16,41,0,Loamy,Ground Nuts
40.07,21,18,0,Red,Millets
44.56,10,11,0,Clayey,Maize
43.56,15,37,0,Loamy,Sugarcane
38.4,9,36,4,Clayey,Oil seeds
46.85,6,9,14,Black,Tobacco
30.09,8,18,0,Sandy,Maize
66.18,12,40,0,Red,Tobacco
40.89,37,1,0,Black,Paddy
45.52,15,14,0,Sandy,Paddy
36.02,20,19,0,Red,Wheat
30.93,9,37,0,Sandy,Ground Nuts
60.8,5,30,6,Sandy,Tobacco
29.56,17,21,0,Loamy,Maize
41.67,10,13,0,Clayey,Tobacco
69.52,13,34,1,Loamy,Cotton
43.21,36,3,0,Black,Paddy
48.36,33,0,0,Black,Tobacco
35.5,7,3,0,Clayey,Barley
40.71,13,8,14,Clayey,Cotton
20,8,28,5,Clayey,Barley
31.7,36,0,2,Clayey,Paddy
39.24,41,0,4,Red,Maize
61.57,9,26,13,Loamy,Pulses
52.4,19,23,0,Sandy,Oil seeds
40.3,39,0,0,Clayey,Cotton
28.59,26,16,2,Black,Wheat
42.13,4,20,11,Loamy,Cotton
34.57,11,39,3,Loamy,Cotton
43.92,13,18,11,Clayey,Oil seeds
34.53,13,17,0,Sandy,Barley
58.09,39,0,1,Sandy,Pulses
31.96,24,15,4,Clayey,Barley
30.14,14,36,4,Clayey,Pulses
56.44,11,38,0,Loamy,Cotton
49.74,11,40,3,Sandy,Pulses
53.38,30,2,0,Black,Maize
27.45,8,35,3,Loamy,Cotton
54.33,11,39,0,Red,Sugarcane
28.58,6,34,0,Loamy,Pulses
51.38,12,6,0,Black,Cotton
63.24,12,36,0,Sandy,Barley
70,7,14,14,Clayey,Tobacco
37.58,25,22,0,Sandy,Maize
49.11,16,36,0,Loamy,Pulses
53.85,13,33,0,Black,Millets
33.03,34,4,4,Red,Maize
49.34,15,41,0,Sandy,Maize
54.33,6,14,8,Clayey,Oil seeds
43.59,17,25,0,Red,Millets
35.31,10,32,5,Sandy,Sugarcane
37.76,37,0,2,Sandy,Barley
39.39,25,22,0,Sandy,Sugarcane
22.87,40,1,3,Sandy,Cotton
32.71,38,0,0,Sandy,Paddy
46.23,13,34,3,Sandy,Maize
39.43,10,21,14,Sandy,Millets
66.08,34,0,0,Red,Wheat
29.83,7,10,0,Loamy,Millets
38.63,21,26,0,Loamy,Ground Nuts
54.1,34,0,0,Red,Sugarcane
67.15,12,31,13,Clayey,Maize
67.83,14,27,6,Clayey,Maize
28.62,41,3,0,Loamy,Oil seeds
31.36,15,14,19,Sandy,Barley
47.99,7,25,10,Black,Ground Nuts
54.66,7,17,18,Loamy,Oil seeds
42.08,8,19,17,Sandy,Maize
69.54,16,40,2,Black,Oil seeds
41.5,35,0,0,Clayey,Ground Nuts
44.64,7,39,3,Red,Paddy
31.62,3,11,16,Clayey,Paddy
40.07,38,4,0,Red,Wheat
55.31,26,19,0,Clayey,Oil seeds
37.7,8,21,18,Red,Tobacco
57.32,9,15,17,Red,Ground Nuts
42.05,20,23,0,Sandy,Tobacco
46.22,7,42,0,Clayey,Maize
51.38,27,17,0,Clayey,Tobacco
49.2,39,1,0,Sandy,Sugarcane
46.32,11,10,0,Sandy,Millets
38.27,8,43,0,Black,Paddy
32.45,16,13,18,Red,Ground Nuts
68.84,11,37,0,Sandy,Oil seeds
58.72,39,0,0,Clayey,Paddy
39.46,35,3,0,Clayey,Paddy
20,11,9,10,Clayey,Barley
20.61,13,40,2,Clayey,Sugarcane
63.59,14,19,8,Clayey,Millets
31.43,12,32,7,Loamy,Tobacco
43.28,8,27,12,Sandy,Cotton
54.54,34,0,0,Loamy,Paddy
35.33,42,0,4,Clayey,Oil seeds
49.03,22,16,0,Sandy,Millets
40.4,19,27,0,Black,Wheat
35.02,27,23,1,Black,Ground Nuts
67.33,21,20,0,Red,Tobacco
29.44,10,26,8,Black,Cotton
26.54,11,44,0,Clayey,Wheat
54.39,5,28,11,Black,Millets
25.25,38,0,0,Red,Sugarcane
64.26,5,35,6,Clayey,Cotton
34.31,8,23,14,Clayey,Paddy
33.62,21,15,1,Red,Ground Nuts
30.16,10,12,22,Clayey,Cotton
43.31,9,38,0,Clayey,Barley
40.42,43,0,0,Clayey,Oil seeds
27.01,11,15,0,Clayey,Maize
36.3,26,27,0,Clayey,Sugarcane
23.95,10,31,14,Clayey,Sugarcane
37.44,12,35,0,Black,Oil seeds
55.59,6,35,11,Black,Barley
68.17,13,19,7,Red,Tobacco
52.55,11,28,12,Black,Oil seeds
24.81,5,33,4,Red,Paddy
53.87,35,0,3,Red,Tobacco
48,21,22,0,Black,Sugarcane
39.92,11,18,0,Black,Pulses
41.14,13,39,4,Clayey,Tobacco
62.88,41,0,4,Clayey,Millets
21.02,14,16,0,Clayey,Cotton
44.59,7,21,22,Red,Paddy
65.54,37,3,0,Black,Millets
46.37,11,16,14,Red,Oil seeds
52.12,3,11,13,Clayey,Cotton
59.52,6,33,12,Red,Millets
65.84,37,0,4,Clayey,Oil seeds
55.49,9,36,0,Loamy,Millets
30,37,0,0,Loamy,Cotton
46.86,11,36,4,Red,Maize
35.7,25,18,0,Loamy,Paddy
28.75,12,40,0,Clayey,Barley
56.98,9,10,15,Clayey,Millets
39.43,11,6,0,Red,Paddy
53.45,24,17,0,Loamy,Maize
21.09,14,44,4,Red,Paddy
63.48,9,35,3,Clayey,Oil seeds
45.55,19,17,0,Sandy,Ground Nuts
20.16,4,29,5,Clayey,Cotton
31.69,17,14,2,Red,Tobacco
32,8,39,3,Black,Ground Nuts
33.52,9,11,18,Sandy,Wheat
44.68,40,1,3,Red,Wheat
42.9,9,25,9,Clayey,Paddy
38.99,43,4,0,Sandy,Wheat
59.22,41,1,2,Clayey,Wheat
31.06,17,19,4,Sandy,Maize
41.6,11,6,3,Black,Pulses
21.78,36,0,0,Black,Cotton
68.52,8,9,3,Clayey,Wheat
47.49,0,30,12,Black,Barley
24.55,14,34,0,Sandy,Sugarcane
41.28,10,18,22,Black,Barley
46.48,22,21,1,Loamy,Oil seeds
65.23,38,0,2,Sandy,Pulses
30.58,33,1,0,Red,Cotton
23.3,7,37,3,Black,Millets
44.38,1,29,6,Clayey,Barley
20,8,27,6,Black,Paddy
50.07,6,12,0,Sandy,Paddy
31.24,12,42,0,Loamy,Ground Nuts
22.89,3,17,12,Sandy,Tobacco
57.89,16,30,0,Sandy,Maize
70,17,32,0,Red,Sugarcane
38.39,8,33,3,Clayey,Maize
55.92,5,12,15,Red,Millets
48.93,17,20,0,Red,Tobacco
37.08,42,0,3,Black,Paddy
45.25,10,38,0,Clayey,Ground Nuts
54.05,14,38,0,Red,Maize
49.72,9,31,0,Black,Ground Nuts
33.96,15,16,21,Red,Ground Nuts
26.57,19,24,0,Clayey,Oil seeds
45.64,19,20,0,Sandy,Oil seeds
45.94,39,4,4,Black,Millets
22.68,44,0,1,Loamy,Maize
55.77,6,25,11,Black,Oil seeds
44.28,34,4,3,Black,Tobacco
41.74,27,21,0,Sandy,Wheat
42.47,44,2,0,Clayey,Millets
20,4,28,7,Clayey,Wheat
37.23,38,0,0,Clayey,Cotton
53.75,27,15,1,Loamy,Ground Nuts
56.61,9,29,13,Sandy,Maize
37.93,22,21,2,Loamy,Oil seeds
45.08,12,39,2,Red,Cotton
52.42,12,12,0,Clayey,Sugarcane
66.54,5,11,0,Black,Tobacco
28.76,15,39,0,Loamy,Sugarcane
36.69,6,21,18,Black,Barley
39.84,18,21,0,Sandy,Barley
39.51,35,0,0,Clayey,Wheat
46.95,18,17,0,Black,Cotton
32.41,17,23,0,Clayey,Oil seeds
33.63,18,18,0,Clayey,Wheat
62.57,10,26,8,Loamy,Sugarcane
36.28,7,18,0,Clayey,Paddy
58.77,38,0,4,Clayey,Oil seeds
40.75,24,27,3,Loamy,Ground Nuts
34.47,7,16,9,Black,Ground Nuts
28.29,10,44,0,Loamy,Sugarcane
20,0,19,21,Black,Sugarcane
50.05,9,18,13,Loamy,Pulses
38.85,9,14,11,Sandy,Tobacco
49.08,7,39,2,Sandy,Ground Nuts
32.04,39,0,3,Clayey,Cotton
33.74,26,25,0,Clayey,Maize
40.56,8,39,0,Clayey,Barley
32.29,19,21,3,Sandy,Pulses
56.14,10,32,10,Red,Ground Nuts
31.93,31,0,4,Red,Paddy
50.59,44,0,0,Black,Oil seeds
63.64,18,33,2,Sandy,Barley
20,12,39,0,Sandy,Cotton
40.73,24,19,0,Sandy,Oil seeds
29.97,14,40,0,Sandy,Millets
37.51,23,19,0,Red,Maize
42.24,9,32,0,Loamy,Barley
32.53,11,42,0,Sandy,Paddy
25.06,10,40,3,Black,Oil seeds
34.46,15,36,0,Sandy,Pulses
48.57,13,14,0,Sandy,Paddy
49.89,34,0,0,Clayey,Maize
42.6,9,7,0,Black,Sugarcane
25.26,18,15,1,Clayey,Barley
46.49,4,29,4,Sandy,Tobacco
39.85,12,5,4,Loamy,Ground Nuts
33.45,9,16,15,Sandy,Oil seeds
41.75,11,9,1,Black,Ground Nuts
25.91,21,18,0,Red,Wheat
37.93,36,3,0,Loamy,Wheat
44.38,43,1,3,Sandy,Sugarcane
38.52,23,15,4,Sandy,Ground Nuts
26.9,33,1,0,Black,Wheat
37.84,38,0,1,Sandy,Wheat
65.6,35,4,0,Black,Cotton
68.4,28,22,4,Sandy,Tobacco
28.71,39,4,1,Red,Maize
40.48,35,3,0,Loamy,Wheat
64.49,10,18,16,Black,Maize
31.49,25,19,4,Black,Cotton
65.56,38,0,0,Black,Paddy
41.9,7,9,4,Red,Wheat
36.24,14,18,4,Loamy,Ground Nuts
26.28,11,32,7,Black,Cotton
33.49,17,23,0,Black,Oil seeds
52.74,19,25,1,Red,Barley
30.07,15,10,14,Black,Paddy
37.05,8,17,10,Black,Tobacco
47.96,38,3,0,Clayey,Millets
60.96,14,34,0,Loamy,Maize
39.07,18,17,0,Clayey,Cotton
64.91,9,36,2,Red,Ground Nuts
61.36,16,39,0,Black,Pulses
24.59,12,43,2,Sandy,Wheat
56.99,14,14,0,Red,Cotton
46.69,36,0,0,Sandy,Pulses
27.66,11,35,0,Loamy,Pulses
35.35,2,17,23,Loamy,Paddy
41.33,9,42,3,Loamy,Maize
33.57,20,17,0,Clayey,Wheat
46.92,25,18,0,Loamy,Barley
70,10,38,0,Red,Millets
55.35,15,7,1,Clayey,Oil seeds
35.29,33,0,0,Clayey,Pulses
54.83,8,25,8,Loamy,Sugarcane
59.36,11,37,0,Sandy,Tobacco
26.63,38,0,0,Loamy,Wheat
53.87,12,7,12,Clayey,Paddy
38.05,25,15,0,Loamy,Maize
25.91,9,11,1,Loamy,Tobacco
46.72,7,15,11,Red,Tobacco
31.39,36,3,0,Black,Sugarcane
67,10,6,0,Loamy,Maize
44.3,12,34,4,Black,Pulses
61.48,13,36,0,Clayey,Paddy
46.4,38,0,0,Sandy,Sugarcane
47.6,17,11,4,Black,Barley
26.36,15,38,2,Red,Cotton
57.98,5,10,3,Clayey,Sugarcane
62.24,7,36,0,Sandy,Maize
37.31,3,17,17,Red,Barley
52.49,14,36,0,Loamy,Pulses
45.49,20,25,1,Black,Sugarcane
36.1,32,1,3,Sandy,Ground Nuts
68.24,12,37,0,Black,Sugarcane
49.66,11,17,10,Clayey,Cotton
37.65,18,44,2,Loamy,Sugarcane
63.99,13,10,10,Loamy,Pulses
30.74,23,22,4,Loamy,Cotton
38.68,9,13,0,Loamy,Tobacco
42,27,15,3,Red,Oil seeds
51.79,12,11,2,Clayey,Ground Nuts
50.14,20,22,4,Red,Cotton
42.85,18,10,11,Loamy,Wheat
57.59,35,4,0,Clayey,Ground Nuts
46.46,23,24,0,Sandy,Pulses
33.92,46,3,0,Clayey,Pulses
36.17,22,20,3,Loamy,Oil seeds
57.28,5,18,0,Loamy,Paddy
20.64,35,1,0,Red,Oil seeds
46.28,6,12,12,Clayey,Oil seeds
50.83,31,0,0,Sandy,Millets
70,17,37,2,Clayey,Millets
26.82,14,13,0,Black,Ground Nuts
44.31,21,26,4,Sandy,Wheat
34.21,15,37,0,Sandy,Pulses
66.11,8,9,0,Sandy,Sugarcane
51.96,16,37,0,Red,Paddy
54.11,14,14,0,Clayey,Oil seeds
37.68,14,16,0,Loamy,Tobacco
44.74,5,31,9,Red,Pulses
43.34,36,0,0,Clayey,Paddy
63.97,35,1,4,Sandy,Millets
61.27,6,38,3,Red,Paddy
35.67,12,41,3,Black,Sugarcane
48.96,5,26,10,Red,Barley
47.51,14,8,18,Clayey,Ground Nuts
29.09,13,43,1,Red,Oil seeds
50.43,10,9,0,Sandy,Barley
20,14,10,0,Black,Millets
47.07,9,37,0,Loamy,Paddy
58.67,19,39,3,Loamy,Tobacco
56.43,38,0,4,Loamy,Barley
40.22,38,0,0,Clayey,Maize
59.06,8,10,0,Clayey,Cotton
34.79,19,6,14,Sandy,Millets
49.24,20,23,0,Loamy,Tobacco
40.21,20,19,1,Black,Wheat
65.57,12,40,0,Clayey,Paddy
21,40,1,0,Clayey,Millets
25,35,0,0,Black,Oil seeds
63.08,35,0,0,Loamy,Cotton
32.21,4,30,12,Loamy,Wheat
43.59,7,29,6,Black,Pulses
69.92,5,31,14,Sandy,Millets
36.59,8,15,10,Black,Ground Nuts
20,10,39,0,Loamy,Millets
42.16,30,0,0,Red,Cotton
60.48,37,3,1,Black,Pulses
20.19,37,1,0,Sandy,Oil seeds
52.47,28,17,0,Red,Oil seeds
32.62,38,0,0,Black,Cotton
20.66,11,11,2,Loamy,Cotton
32.49,6,20,11,Loamy,Cotton
37.32,27,19,0,Red,Maize
43.37,4,15,14,Sandy,Maize
27.93,26,16,0,Loamy,Wheat
39.54,18,43,4,Black,Wheat
51,10,11,10,Red,Wheat
57.26,36,0,0,Red,Oil seeds
52.18,21,20,4,Clayey,Ground Nuts
36.09,40,0,3,Loamy,Paddy
50.76,5,26,13,Sandy,Pulses
42.23,20,25,1,Sandy,Sugarcane
35.62,12,13,0,Clayey,Maize
47.39,10,5,3,Loamy,Cotton
56.39,36,1,4,Black,Cotton
42.75,18,11,1,Clayey,Ground Nuts
70,10,24,9,Black,Ground Nuts
45.96,16,13,0,Black,Oil seeds
64.54,35,0,4,Black,Paddy
34.98,20,20,0,Loamy,Cotton
24.65,10,37,0,Sandy,Cotton
48.04,18,20,0,Black,Cotton
55.85,10,27,6,Sandy,Maize
63.35,12,42,3,Black,Millets
46.26,18,23,0,Clayey,Ground Nuts
67.69,13,35,0,Red,Ground Nuts
49.49,20,26,0,Red,Paddy
41.42,16,34,0,Loamy,Paddy
63.02,11,34,8,Clayey,Cotton
32.04,3,27,7,Sandy,Ground Nuts
61.19,39,0,0,Black,Ground Nuts
34.76,15,36,0,Sandy,Paddy
48.48,22,18,1,Loamy,Sugarcane
27.15,2,21,11,Clayey,Oil seeds
38.52,11,30,13,Red,Cotton
68.42,14,13,0,Loamy,Barley
36.1,21,25,1,Clayey,Oil seeds
32.44,40,4,3,Sandy,Sugarcane
35.23,19,18,2,Sandy,Wheat
33.33,24,13,0,Clayey,Wheat
20,16,41,0,Clayey,Wheat
25.72,17,36,0,Red,Barley
56.73,10,32,11,Red,Wheat
64.36,13,10,8,Sandy,Ground Nuts
41.49,11,17,4,Loamy,Ground Nuts
60.5,12,14,0,Sandy,Tobacco
34.65,4,27,7,Loamy,Wheat
37.04,41,0,2,Loamy,Ground Nuts
39.36,12,14,0,Red,Tobacco
20.08,15,35,0,Sandy,Maize
47.6,18,27,1,Loamy,Oil seeds
48.02,20,20,0,Sandy,Millets
60.62,9,32,6,Black,Paddy
43.88,21,21,0,Clayey,Wheat
55.48,14,43,1,Sandy,Tobacco
30.73,7,17,0,Clayey,Ground Nuts
33.03,6,32,0,Black,Wheat
46.64,9,19,10,Black,Ground Nuts
40.46,27,24,2,Black,Pulses
36.82,36,0,2,Black,Pulses
32.44,38,0,3,Sandy,Cotton
44.67,20,16,0,Clayey,Pulses
31.41,9,17,0,Clayey,Cotton
44.98,31,0,0,Black,Millets
33.38,9,17,17,Black,Maize
52.85,5,25,23,Loamy,Millets
23.46,37,0,2,Black,Wheat
49.59,11,17,20,Black,Cotton
48.47,5,14,0,Loamy,Tobacco
32.93,14,41,0,Clayey,Maize
45.47,25,19,4,Red,Cotton
24.31,46,0,3,Red,Millets
60.49,8,11,11,Black,Oil seeds
45.94,4,30,7,Red,Paddy
52.01,11,8,0,Black,Sugarcane
29.83,9,19,17,Clayey,Pulses
45.3,8,14,20,Red,Oil seeds
31.57,18,34,2,Red,Wheat
57.23,34,1,0,Red,Paddy
40.47,6,18,18,Sandy,Sugarcane
42.96,42,0,0,Loamy,Wheat
63.68,6,29,14,Clayey,Pulses
43.13,11,12,0,Clayey,Barley
24.07,4,28,6,Black,Sugarcane
35.02,9,11,22,Loamy,Oil seeds
48.29,37,0,0,Red,Oil seeds
42.17,14,41,0,Clayey,Maize
37.06,27,18,0,Black,Pulses
34.48,23,18,2,Loamy,Ground Nuts
49.78,11,8,2,Sandy,Millets
39.09,40,1,0,Red,Sugarcane
40.94,21,24,0,Red,Pulses
36.49,12,28,2,Black,Cotton
24.51,7,25,10,Clayey,Ground Nuts
28.87,27,18,3,Black,Tobacco
26.65,17,32,4,Sandy,Tobacco
36.81,33,0,1,Red,Maize
31.22,13,40,0,Sandy,Cotton
37.4,27,15,4,Sandy,Cotton
40.13,11,36,0,Sandy,Paddy
56.62,14,19,14,Sandy,Barley
54.3,7,30,6,Red,Cotton
38.47,40,0,1,Clayey,Tobacco
51.42,6,14,21,Loamy,Millets
36.79,14,35,0,Red,Sugarcane
42.56,8,16,17,Black,Millets
33.69,6,18,15,Red,Pulses
31.42,39,4,0,Black,Sugarcane
61.2,23,22,0,Loamy,Millets
34.34,11,17,0,Red,Pulses
46.01,9,17,13,Black,Barley
36.07,44,4,0,Red,Sugarcane
69.23,16,34,0,Sandy,Maize
41,25,23,4,Red,Sugarcane
47.52,8,14,13,Clayey,Paddy
40.08,12,11,16,Loamy,Cotton
70,18,30,4,Clayey,Tobacco
42,15,37,0,Clayey,Wheat
45.73,38,2,0,Clayey,Sugarcane
30.38,14,34,0,Clayey,Maize
24.71,25,19,1,Sandy,Barley
42.57,23,18,0,Black,Tobacco
29.26,17,44,3,Red,Ground Nuts
34.01,11,9,4,Sandy,Wheat
33.56,18,42,0,Sandy,Wheat
63.27,36,0,0,Sandy,Sugarcane
40.69,22,25,0,Loamy,Cotton
53.12,5,23,6,Clayey,Sugarcane
27.69,39,3,0,Sandy,Sugarcane
